ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
6,Melbourne,Australian Open,21/01/2019,Grand Slam,Outdoor,Hard,4th Round,5,Pouille L.,Coric B.,31,12.0,1245,2435.0,6,7,6,4,7.0,5.0,7.0,6.0,,,3,1,Completed,4.0,1.25,4.05,1.29,4.33,1.35,3.83,1.27
6,Melbourne,Australian Open,21/01/2019,Grand Slam,Outdoor,Hard,4th Round,5,Nishikori K.,Carreno Busta P.,9,23.0,3750,1705.0,6,7,4,6,7.0,6.0,6.0,4.0,7.0,6.0,3,2,Completed,1.2,4.5,1.22,5.01,1.23,5.05,1.21,4.62
6,Melbourne,Australian Open,21/01/2019,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,Medvedev D.,1,19.0,9135,1865.0,6,4,6,7,6.0,2.0,6.0,3.0,,,3,1,Completed,1.11,6.5,1.15,6.79,1.15,7.0,1.13,6.4
6,Melbourne,Australian Open,22/01/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Tsitsipas S.,Bautista Agut R.,15,24.0,2095,1605.0,7,5,4,6,6.0,4.0,7.0,6.0,,,3,1,Completed,2.0,1.8,2.06,1.87,2.1,2.0,1.98,1.86
6,Melbourne,Australian Open,22/01/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Tiafoe F.,2,39.0,7480,1080.0,6,3,6,4,6.0,2.0,,,,,3,0,Completed,1.04,13.0,1.06,12.68,1.06,15.0,1.05,11.47
6,Melbourne,Australian Open,23/01/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Pouille L.,Raonic M.,31,17.0,1245,1900.0,7,6,6,3,6.0,7.0,6.0,4.0,,,3,1,Completed,5.5,1.14,6.46,1.16,6.46,1.2,5.54,1.16
6,Melbourne,Australian Open,23/01/2019,Grand Slam,Outdoor,Hard,Quarterfinals,5,Djokovic N.,Nishikori K.,1,9.0,9135,3750.0,6,1,4,1,,,,,,,1,0,Retired,1.08,8.0,1.12,7.75,1.12,9.0,1.1,7.62
6,Melbourne,Australian Open,24/01/2019,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Tsitsipas S.,2,15.0,7480,2095.0,6,2,6,4,6.0,0.0,,,,,3,0,Completed,1.16,5.0,1.21,5.14,1.22,5.8,1.18,5.19
6,Melbourne,Australian Open,25/01/2019,Grand Slam,Outdoor,Hard,Semifinals,5,Djokovic N.,Pouille L.,1,31.0,9135,1245.0,6,0,6,2,6.0,2.0,,,,,3,0,Completed,1.05,11.0,1.07,11.6,1.1,13.05,1.06,10.45
6,Melbourne,Australian Open,27/01/2019,Grand Slam,Outdoor,Hard,The Final,5,Djokovic N.,Nadal R.,1,2.0,9135,7480.0,6,3,6,2,6.0,3.0,,,,,3,0,Completed,1.74,2.15,1.77,2.2,1.84,2.3,1.75,2.15
